id,name,gender,birth_date,height,weight,country_id
447,Sandra Wang,Female,1999-11-24,174.2,103.2,7
448,Amine Mwangi,Male,2004-02-22,164.3,49.5,38
449,Sifan White,Female,1990-01-02,158.9,66.1,12
450,Jiri Sato,Male,2008-07-17,163.3,106.5,30
451,Romain Hernandez,Male,2009-07-07,165.2,62.2,39
452,Tamar Adeyemi,Female,1988-12-05,183.4,89.3,30
453,Nikolai Davis,Male,1990-02-10,173.6,66.9,52
454,Donna Thomas,Female,1999-11-26,176.9,106.6,9
455,Rui Yadav,Male,1993-06-06,156.6,79.7,23
456,Maxime Rusu,Male,2000-03-24,169.4,72.9,22
457,Xia Dinu,Female,1995-07-17,173.8,61.7,10
458,Valentina Ionescu,Female,2000-07-18,163.7,57.9,19
459,Siranush Kumar,Female,1997-08-10,171.5,74.8,62
460,Nino Gupta,Female,1987-01-21,192.5,66.9,61
461,Svetlana Makarov,Female,1991-11-27,194.2,68.2,34
462,Halyna Greco,Female,1986-07-25,189.2,97.2,19
463,Katarzyna Yohannes,Female,1989-05-24,184.5,82.6,35
464,Constantin Volkov,Male,2001-07-15,176.4,66.1,1
465,Bolormaa Johnson,Female,1988-10-26,177.4,89.4,7
466,Christine Müller,Female,1998-11-13,176.7,87.3,50
467,Agnieszka Haile,Female,1988-04-01,175.3,55.5,14
468,Adam Okonkwo,Male,2000-10-07,178.9,57.9,41
469,Tomasz Lochte,Male,2006-07-23,176.6,69.3,5
470,Ilham Tashkentov,Male,1985-10-03,166.7,59.0,50
471,Vahram Gupta,Male,2005-06-13,169.2,70.5,24
472,Mark Kamau,Male,2009-09-28,167.7,68.5,25
473,Monika Cherono,Female,2001-12-19,147.1,68.4,14
474,Elnur Ito,Male,1982-08-24,172.5,82.1,48
475,Adrien Babayev,Male,1997-02-05,179.4,69.3,37
476,Fabio Tashkentov,Male,2006-11-26,165.6,94.0,59
477,Jae-won Njoroge,Male,2002-01-04,187.8,94.7,62
478,Anjali Williams,Female,2006-02-03,181.3,70.5,59
479,Giulia Navruzov,Female,2005-02-11,172.6,90.5,3
480,Usukhbayar Dibaba,Male,2004-10-23,178.9,73.2,32
481,Priya Huseynov,Female,2004-07-22,179.4,110.6,22
482,Zheng Thomas,Male,2002-01-07,163.8,62.8,9
483,Romain Ionescu,Male,2007-05-22,185.0,70.8,27
484,Michelle Hernandez,Female,1984-07-13,172.3,72.5,33
485,Patricia Fraser-Pryce,Female,1997-04-13,189.3,68.2,34
486,Wei Lopez,Male,1985-07-06,182.0,62.0,11
487,Jessica Gupta,Female,1987-04-22,192.6,86.5,50
488,Kamran Greco,Male,1996-06-28,182.7,58.4,60
489,Kipchoge Grigoryan,Male,1993-11-22,185.5,68.3,12
490,Donna Amiranashvili,Female,1998-01-14,187.8,89.0,35
491,Natalya Greco,Female,1989-09-27,189.6,73.1,6
492,Rahul Kravchenko,Male,2003-02-17,176.8,87.0,7
493,Mei Chen,Female,1998-12-14,164.3,65.7,18
494,Ashley Tadesse,Female,1994-09-16,167.0,93.3,25
495,Thomas Oliveira,Male,1996-10-24,195.4,68.6,23
496,Jiajun Kiros,Male,2003-08-23,193.9,70.9,44
497,Tigran White,Male,1997-07-17,177.4,79.4,10
498,Kenji Anderson,Male,2009-01-22,167.6,70.8,3
499,Siranush Karimov,Female,1993-10-12,167.2,82.3,38
500,Matthew Huseynov,Male,1990-06-10,169.3,77.0,43
501,Elmar Wiśniewski,Male,2007-08-14,171.8,86.9,2
502,Karolina Aliyev,Female,1982-09-03,177.2,65.9,15
503,Monika Nozadze,Female,2001-05-28,174.0,84.3,4
504,Hyun-soo Schneider,Male,1983-04-18,165.7,74.0,61
505,Mykhailo Patel,Male,2002-12-09,190.2,78.2,17
506,Michelle Kaminski,Female,2002-12-24,177.7,77.0,1
507,Guram Ito,Male,1983-07-22,191.6,93.6,11
508,Paul Jones,Male,1985-11-02,155.6,89.6,10
509,Enkhjargal Enkhtaivan,Female,1995-03-10,162.6,121.0,11
510,Nikolai Kiros,Male,1997-03-12,177.6,76.6,30
511,Shota Thomas,Male,1990-03-06,191.6,83.4,2
512,Flaviu Smith,Male,1982-03-25,189.1,62.2,9
513,Christine Petrosyan,Female,1996-08-23,176.4,74.9,14
514,Adrien Lochte,Male,2002-06-01,185.4,47.1,12
515,Svetlana Kim,Female,1983-04-02,171.8,81.3,34
516,Carol Phelps,Female,2002-02-01,197.9,77.0,35
517,Charles Moore,Male,1990-03-17,193.5,69.2,30
518,Kimberly Park,Female,1997-10-02,182.5,90.7,35
519,Mark Clark,Male,1998-10-25,169.4,58.5,56
520,Arsen Bondarenko,Male,2008-01-11,179.0,63.5,1
521,Yohan Wu,Male,2009-10-26,184.3,51.4,19
522,Usukhbayar Sargsyan,Male,1993-12-20,198.1,126.4,36
523,Tsend-Ochir Zhao,Male,1991-11-16,157.8,58.0,37
524,Hiroshi Constantin,Male,2001-08-09,164.3,89.8,30
525,Anjali Bolt,Female,1988-07-17,170.2,112.7,40
526,Leyla Johnson,Female,1998-08-15,184.7,91.7,59
527,Natalya Shevchenko,Female,2006-05-15,171.6,61.3,25
528,Ivan Davis,Male,1985-11-14,171.2,61.4,38
529,Shota Kiros,Male,1999-05-06,183.5,56.4,35
530,Jiri Yuldashev,Male,1990-03-11,158.7,78.9,10
531,Robert Lee,Male,1986-04-14,194.1,77.3,43
532,Adrien Grigoryan,Male,1989-08-14,166.1,62.0,58
533,Nino Robert,Female,1987-10-28,191.0,62.4,19
534,Sergei Ionescu,Male,1992-07-04,191.6,78.7,22
535,Valentina Yohannes,Female,1988-04-01,180.1,70.0,56
536,Jessica Tashkentov,Female,1996-03-21,174.8,80.8,23
537,Camelia Yamamoto,Female,1999-04-03,191.2,107.0,16
538,Miho Müller,Female,1989-04-10,171.8,88.0,6
539,Mark Liu,Male,2000-05-06,189.7,65.9,24
540,Mei Kato,Female,2000-01-06,178.0,48.1,3
541,Ivan Sharma,Male,2006-04-01,182.9,93.1,12
542,Sakura Fischer,Female,2004-04-22,169.3,82.8,40
543,Rui Okonkwo,Male,1996-04-19,193.7,61.8,14
544,Kenji Gonzalez,Male,1996-03-12,166.9,65.5,8
545,Anna Makarov,Female,2003-09-07,187.2,62.9,13
546,Naoto Perez,Male,1991-07-08,178.9,103.7,18
547,Bohdan Yohannes,Male,1986-05-09,183.3,56.9,21
548,David Jung,Male,2008-01-05,180.7,101.1,21
549,Thomas Romano,Male,2007-05-11,183.8,58.6,17
550,Vahram Kovalenko,Male,1988-08-09,193.0,105.6,42
551,Regzedmaa Petrosyan,Male,2008-04-01,171.2,87.6,13
552,Ramil Zhang,Male,2002-06-13,167.1,81.9,34
553,Krzysztof Bekele,Male,2002-01-15,160.1,71.7,18
554,Arjun Bernard,Male,1998-02-02,175.1,83.0,3
555,Thomas Taylor,Male,1991-05-08,166.8,55.0,34
556,Nino Rossi,Female,1987-10-10,176.8,92.3,38
557,Claire Davis,Female,2004-05-03,165.0,103.0,27
558,Tomasz Yang,Male,1985-02-04,194.6,60.8,10
559,Sandra Bernard,Female,1988-09-24,174.9,56.2,3
560,Katarzyna Watanabe,Female,2001-11-12,156.8,70.4,40
561,Nesta Yang,Male,1995-11-05,172.2,81.4,42
562,Mary Kowalski,Female,1998-11-27,195.0,95.8,19
563,Gunther Choi,Male,2008-08-12,195.9,91.8,50
564,Henrik Wang,Male,1996-09-07,168.0,91.3,5
565,Dafne Alves,Female,1996-08-14,183.4,84.6,32
566,Jessica Mwangi,Female,2005-07-22,164.8,84.9,1
567,Steven Mirzayev,Male,1988-09-24,167.1,100.3,3
568,Paul Martinez,Male,2009-03-20,166.0,82.8,41
569,Alina Wójcik,Female,1982-11-20,168.1,93.4,46
570,Leyla Dubois,Female,1997-07-23,174.7,72.3,41
571,Abebe Constantin,Male,2001-01-06,181.7,73.1,2
572,Hans Romano,Male,1997-02-27,187.8,77.4,9
573,Vasyl Yamamoto,Male,2002-02-22,173.2,105.5,35
574,Robert Robinson,Male,1995-06-20,178.2,84.7,44
575,Dmitri Tanaka,Male,1996-09-26,194.3,114.7,56
576,Sakura Kim,Female,1991-08-17,177.0,81.1,24
577,Thomas Nikitin,Male,1992-06-01,157.9,85.5,21
578,Nino Bekele,Male,1991-08-09,182.0,53.8,22
579,Constantin Enkhtaivan,Male,1990-12-27,180.9,58.9,21
580,Alexandra Romano,Female,1984-04-01,176.9,70.5,18
581,Shota Gupta,Male,1998-04-11,163.3,72.4,18
582,Oleksandr Harris,Male,2007-01-05,167.9,48.5,7
583,Henrik Huseynov,Male,2003-08-23,198.4,76.7,13
584,Tirunesh Melnyk,Female,2001-02-07,163.7,63.2,13
585,Barbara Bernard,Female,2001-10-13,176.5,65.8,17
586,Alina White,Female,1988-05-02,162.1,46.0,4
587,Hasmik Rossi,Female,1982-09-15,180.6,84.8,11
588,Aurelie Navruzov,Female,1997-01-20,172.8,72.8,34
589,Barbara Patel,Female,1994-11-28,181.5,65.3,7
590,Hovhannes Jackson,Male,2002-02-21,179.2,64.1,39
591,Dorothy Clark,Female,1993-08-04,147.5,54.9,46
592,Carina Esposito,Female,1990-01-06,182.5,87.9,36
593,Tsend-Ochir Clark,Male,2002-10-17,193.4,89.0,1
594,Tatiana Ionescu,Female,1999-12-04,171.8,50.4,53
595,Elnur Hasanov,Male,2002-07-22,165.0,58.1,6
596,Wei Dibaba,Male,1996-05-25,183.5,99.5,2
597,Radek Esposito,Male,2006-06-27,193.4,85.1,2
598,Patrick Johnson,Male,1991-10-12,171.9,83.2,39
599,Nisha Lopez,Female,1985-03-05,181.7,61.4,19
600,Marta Orlov,Female,1985-02-08,197.1,118.0,33
601,Oksana Kiros,Female,1986-08-17,196.3,74.7,5
602,Krzysztof Choi,Male,1986-02-11,201.8,66.5,59
603,Erik Chen,Male,1991-07-28,173.5,65.7,6
604,Usain Gantulga,Male,1990-04-23,167.7,68.9,34
605,Tamar Mwangi,Female,1990-06-18,193.9,64.0,41
606,Gunel Li,Female,1985-08-27,190.2,100.6,1
607,Meseret Wanjiku,Female,2001-01-09,175.1,68.9,22
608,Kimberly Makarov,Female,1992-01-24,176.9,67.0,28
609,Mei Kumar,Female,1999-07-07,181.9,90.4,10
610,Oleksandr Singh,Male,1989-07-05,155.4,74.6,11
611,Isabelle Bekele,Female,1993-12-01,184.1,83.1,25
612,Luca Brown,Male,1994-12-13,192.3,77.9,29
613,Anthony Munkhbat,Male,2004-04-28,192.2,75.9,11
614,Svetlana Enkhtaivan,Female,1990-07-28,193.7,66.7,35
615,Sabina Clark,Female,1997-03-25,190.2,64.1,11
616,Asha Williams,Female,2000-02-14,186.7,74.7,26
617,Carina Gheorghe,Female,2003-06-24,163.3,73.4,59
618,Claire Biles,Female,2008-10-15,185.9,92.1,30
619,Ekaterina Munkhbat,Female,1992-11-22,172.1,65.5,27
620,Anahit Shevchenko,Female,2003-03-01,178.2,58.0,53
621,Giulia Sargsyan,Female,1985-02-08,172.4,79.9,27
622,Simona Kowalczyk,Female,1994-12-26,168.7,78.4,34
623,Luca Kumar,Male,2004-12-01,172.3,62.0,23
624,Mariam Kovalenko,Female,1997-01-23,183.2,68.2,22
625,Sota Zhao,Male,1987-12-06,168.5,84.9,5
626,Gunel Suzuki,Female,1991-12-12,173.4,85.5,36
627,Florent Hakobyan,Male,1996-03-21,161.3,69.3,12
628,Pedro Kovalev,Male,1989-01-25,190.5,130.5,35
629,Gunel Rossi,Female,2004-05-05,194.3,67.8,17
630,Tamar Suzuki,Female,2008-10-13,169.6,83.9,24
631,Mohammed Ivanov,Male,1994-03-15,186.0,90.2,17
632,Kenji Patel,Male,2000-03-15,181.4,74.1,36
633,Giulia Anderson,Female,2002-09-04,163.9,77.0,53
634,Regzedmaa Johnson,Male,2000-03-26,169.4,65.2,10
635,Quentin Gantulga,Male,1982-06-01,190.4,86.1,56
636,Romain Perez,Male,2000-11-24,184.4,89.1,6
637,Sota Nikitin,Male,1985-07-03,172.7,61.4,18
638,Barbara Meyer,Female,1996-03-06,177.6,48.5,15
639,Nigar Ionescu,Female,2009-08-21,183.0,64.6,36
640,Sandra Ito,Female,1996-09-25,191.4,91.8,3
641,Anna Anderson,Female,2006-08-15,185.2,95.7,35
642,Giulia Taylor,Female,1990-02-12,176.4,51.0,37
643,Ramil Nozadze,Male,1991-08-02,180.4,94.0,28
644,Hasmik Phelps,Female,1983-07-04,181.2,90.0,38
645,Rui Wanjiku,Male,2004-11-10,168.2,72.0,21
646,Olga Garcia,Female,1990-05-24,174.1,92.2,1
647,Yuki Aliyev,Female,1987-03-22,214.3,75.0,29
648,Linda Zhao,Female,1990-10-06,178.0,79.6,53
649,Ivan Bekele,Male,1991-05-06,197.5,81.7,14
650,Olga Njoroge,Female,1994-08-10,177.4,73.4,1
651,Min-jun Wilson,Male,1990-04-05,169.2,61.7,62
652,Denys Tanaka,Male,1995-06-24,157.1,46.1,12
653,Monika Bekele,Female,1984-10-27,170.2,71.6,39
654,Lilit Hasanov,Female,2006-12-25,188.1,60.7,22
655,Meseret Cherono,Female,2006-03-28,184.0,63.3,9
656,Bolormaa Schmidt,Female,1985-05-11,177.7,111.5,16
657,Lilit Ferrari,Female,2000-12-06,185.1,82.8,21
658,Carol Mirzayev,Female,2009-05-12,189.9,93.9,30
659,Hovhannes Nozadze,Male,1994-03-16,161.8,50.3,36
660,Gabriela Jones,Female,1983-12-28,185.8,93.1,3
661,Gabriela Tediashvili,Female,2002-04-09,164.6,133.4,35
662,Mohammed Romano,Male,2008-04-08,190.3,59.9,55
663,Anthony Mammadov,Male,1991-04-20,193.3,79.7,6
664,Karolina Ito,Female,1999-09-16,174.9,87.1,22
665,Karolina Tanaka,Female,2004-02-25,184.7,61.8,50
666,Dorothy Bianchi,Female,1990-04-19,184.0,61.3,6
667,Giulia Gupta,Female,2005-05-11,181.0,75.6,54
668,Regzedmaa Ionescu,Male,1985-05-01,173.3,81.1,57
669,Matthew Schmidt,Male,2004-06-24,164.7,81.6,56
670,Haile Wang,Male,1986-02-11,181.4,78.8,19
671,Svetlana Davis,Female,2005-02-28,169.4,78.7,40
672,Brian Dibaba,Male,1989-07-14,182.8,99.8,12
673,Nino Martinez,Female,1986-02-19,187.7,76.4,6
674,Anahit Wu,Female,1989-06-03,189.7,74.9,27
675,Magnus Jung,Male,1991-11-25,186.0,63.2,19
676,Carlos Hernandez,Male,2002-11-07,187.7,60.8,18
677,Luca Jackson,Male,1995-08-13,199.0,75.3,9
678,Siranush Lopez,Female,1996-04-07,178.4,83.3,48
679,Rahul Bianchi,Male,2002-12-03,186.3,84.6,14
680,Florent Dinu,Male,1985-01-02,189.3,72.6,34
681,David Grigoryan,Male,2003-05-13,187.0,65.2,30
682,Liang Fraser-Pryce,Male,2009-06-08,187.6,68.5,41
683,Kimberly Gonzalez,Female,1988-09-12,169.1,63.8,27
684,Alina Kipchoge,Female,2002-04-09,183.7,70.4,49
685,Naim Moore,Male,1986-07-21,185.6,69.5,50
686,Faith Park,Female,1995-10-09,194.9,61.1,26
687,Enkhjargal Chikovani,Female,2001-02-26,196.9,83.7,60
688,Usukhbayar Hakobyan,Male,2004-07-27,180.9,86.2,62
689,Quentin Sato,Male,1989-11-28,181.1,103.4,42
690,Jiri Bianchi,Male,2009-02-09,167.3,97.0,3
691,Halyna Volkov,Female,2002-06-03,199.0,88.4,22
692,Min-jun Dibaba,Male,1993-05-17,189.3,69.6,14
693,Ekaterina Bekele,Female,1989-08-14,166.3,94.9,17
694,Tigran Thomas,Male,1983-12-24,192.5,61.5,35
695,Dorothy Melnyk,Female,1992-10-27,165.3,88.5,62
696,Sunita Anderson,Female,1998-11-26,184.4,58.9,23
697,Laure Costa,Female,1998-04-09,182.2,51.9,6
698,Alina Hasanov,Female,1986-04-11,174.9,61.5,50
699,Bolormaa Yamamoto,Female,2004-06-01,180.2,68.1,2
700,Alina Alves,Female,1997-03-13,200.0,88.8,34
701,Erik Jung,Male,1995-11-26,182.9,72.6,10
702,Tamar Tashkentov,Female,1997-12-09,191.3,96.7,40
703,Anthony Hakobyan,Male,1987-08-18,170.3,93.5,46
704,Simona Harris,Female,1998-08-28,177.8,145.0,7
705,Valentina Hasanov,Female,1987-11-10,194.4,77.6,5
706,Sota Garcia,Male,1993-07-24,183.8,71.3,42
707,Donna Oliveira,Female,2004-02-10,161.1,59.0,49
708,Hassan Weber,Male,2009-10-02,193.8,77.6,4
709,Min-jun Grigoryan,Male,2004-09-07,168.7,74.3,54
710,Constantin Rodriguez,Male,2000-02-12,166.1,74.9,1
711,Luis Schneider,Male,1998-03-08,185.2,77.2,42
712,Zheng Gonzalez,Male,1993-10-19,160.8,80.8,40
713,Usain Kipchoge,Male,1999-09-16,182.4,51.6,59
714,Amine Wilson,Male,2008-05-13,177.4,57.3,14
715,Emily Kuznetsov,Female,1994-04-19,192.7,65.2,10
716,Marco Wanjiku,Male,2008-03-05,192.8,82.0,6
717,Oleksandr Melnyk,Male,2001-10-01,164.8,50.7,56
718,Anna Hasanov,Female,2000-05-28,178.0,79.9,47
719,Bohdan Adeyemi,Male,2004-02-25,174.0,81.1,34
720,Luis Fischer,Male,2004-06-15,188.6,80.2,7
721,Mykola Schmidt,Male,1990-09-10,182.3,96.7,37
722,James Yadav,Male,2009-10-02,164.1,40.7,30
723,Faith Kwon,Female,1988-08-20,172.7,57.6,53
724,Anahit Davis,Female,1996-05-05,192.4,74.1,33
725,Priya Santos,Female,1999-11-13,187.1,117.4,49
726,Natalya Mwangi,Female,2005-08-04,171.4,69.4,36
727,Josef Enkhtaivan,Male,1985-03-21,175.5,89.7,50
728,Andrew Davis,Male,2009-01-11,155.8,42.3,11
729,Gunther Romano,Male,2006-09-06,179.6,81.1,9
730,Tomasz Anderson,Male,2005-07-16,195.7,96.8,43
731,Karen Ito,Female,2005-10-10,193.8,65.6,30
732,Sakura Amiranashvili,Female,2001-09-01,180.5,54.3,50
733,Camelia Moore,Female,2005-10-01,176.4,66.4,30
734,Kimberly Costa,Female,1986-05-18,179.7,79.4,62
735,Karen Zhao,Female,1991-04-25,157.1,66.6,42
736,Ondrej Chen,Male,2003-12-03,164.0,78.8,42
737,Haile Rossi,Male,1986-11-19,199.0,65.5,41
738,Yuki Ivanov,Male,1982-06-25,194.2,73.7,32
739,Charles Garcia,Male,1994-06-24,163.4,89.8,42
740,Faith Patel,Female,1986-08-12,164.1,71.2,44
741,Michelle Liu,Female,1986-07-14,182.0,72.5,27
742,Antoine Dinu,Male,2005-05-11,168.3,57.9,30
743,Dorothy Martinez,Female,1999-12-16,174.7,88.5,35
744,Hassan Robert,Male,1999-12-12,174.1,68.3,42
745,Oksana Sanchez,Female,1987-04-05,179.9,100.1,28
746,Dafne Makarov,Female,1986-05-03,185.9,62.4,32
747,Christine Melnyk,Female,1999-10-18,185.1,68.8,34
748,Klaus Meyer,Male,2003-03-10,186.3,99.7,15
749,Elena Sokolov,Female,1987-10-15,164.4,73.1,14
750,Mariam Gonzalez,Female,1997-03-11,180.0,46.4,8
751,Patrick Kipchoge,Male,1993-03-23,172.4,81.3,30
752,Oleksandr Kim,Male,1995-03-04,184.4,73.6,34
753,Bolormaa Kamau,Female,2009-09-25,163.4,53.1,3
754,Natalya Wu,Female,1992-01-21,175.4,88.9,33
755,Linda Kaminski,Female,1990-11-22,186.6,69.3,56
756,Priya Gheorghe,Female,2008-11-21,160.4,88.2,52
757,Ramil Kravchenko,Male,1994-09-20,186.0,84.8,22
758,Anthony White,Male,1998-04-21,189.6,84.9,55
759,Gagik Shevchenko,Male,2004-01-04,186.1,84.2,42
760,Ayana Rusu,Female,1996-03-01,161.7,54.4,35
761,Simona Kravchenko,Female,1984-04-23,186.3,88.7,35
762,Tirunesh Watanabe,Female,1991-07-12,174.0,98.5,6
763,Bolormaa Mammadov,Female,1982-11-06,183.2,79.6,2
764,Yohan Huseynov,Male,2008-09-04,190.5,101.9,12
765,Olga Tashkentov,Female,1998-12-14,191.5,105.9,36
766,Irina Njoroge,Female,2000-04-18,166.8,74.7,24
767,Salome Njoroge,Female,2009-12-20,188.6,116.0,40
768,Linda Weber,Female,1987-08-28,179.8,53.3,14
769,Erik Biles,Male,1995-07-24,182.3,88.2,30
770,Ilham Hakobyan,Male,1995-02-17,181.7,80.9,9
771,Meseret Bekele,Female,1988-03-27,172.2,68.2,12
772,Tatiana Kowalczyk,Female,1984-12-04,176.4,89.3,10
773,Hans Wiśniewski,Male,1992-12-14,176.8,58.5,3
774,Vikram Huseynov,Male,1998-09-09,178.7,73.6,39
775,Paul Nozadze,Male,1988-05-19,197.0,65.4,17
776,George Li,Male,1982-09-05,182.7,57.7,6
777,Linda Volkov,Female,1988-12-12,178.2,57.8,14
778,Karolina Clark,Female,1996-10-01,163.3,57.0,40
779,Nisha Karimov,Female,1987-09-22,181.7,99.0,41
780,Iryna Amiranashvili,Female,2002-06-11,179.6,66.1,47
781,Sakura Shah,Female,1987-09-18,183.4,66.2,53
782,Alexandra Bernard,Female,1991-08-18,184.4,89.4,46
783,Agnieszka Davaadorj,Female,1996-04-09,176.6,69.8,52
784,Dorothy Babayev,Female,1992-05-05,147.1,43.9,13
785,Camelia Alves,Female,1983-04-05,161.1,67.7,34
786,Anthony Schneider,Male,1982-07-08,166.4,61.4,41
787,Denys Phelps,Male,1996-12-15,186.2,83.6,10
788,Monika Adeyemi,Female,1983-08-20,169.6,69.6,8
789,Vikram Davis,Male,1997-10-12,165.7,71.5,19
790,Denys Taylor,Male,1997-06-02,172.0,68.2,34
791,Julien Rodriguez,Male,2004-09-03,177.1,75.8,39
792,Yuna Aliyev,Female,2006-08-18,186.5,85.9,30
793,Donna Sato,Female,2008-08-05,164.6,57.3,35
794,Franz Constantin,Male,1993-08-22,169.2,112.5,11
795,Kimberly Taylor,Female,2003-02-20,170.5,48.6,37
796,Sun Romano,Male,1997-04-05,191.0,97.9,9
797,Gunther Kumar,Male,2008-06-15,165.6,64.4,6
798,Walter Hakobyan,Male,2004-01-04,175.4,114.9,54
799,Anna Gupta,Female,2008-09-19,186.9,87.7,23
800,Naira Martin,Female,2005-03-25,164.3,69.2,36
801,Yuki Smith,Female,2007-03-28,190.5,65.0,20
802,Tamar Perez,Female,1993-03-22,170.2,58.8,47
803,Dorothy Yang,Female,1992-04-28,190.9,91.2,21
804,Natsuki Bondarenko,Male,1988-02-25,167.5,73.9,34
805,Romain Kowalski,Male,1982-04-10,169.8,68.2,22
806,Karolina Johnson,Female,1984-12-21,170.3,109.1,27
807,William Sato,Male,2000-06-04,188.3,84.6,20
808,Donna Garcia,Female,1995-10-28,164.0,82.0,28
809,Maria Wanjiku,Female,1996-04-26,184.1,61.7,21
810,Franz Silva,Male,1987-06-19,191.9,85.1,33
811,Alejandro Garcia,Male,2008-01-27,184.1,72.7,62
812,James Sato,Male,2001-07-03,170.2,83.4,14
813,Alina Kumar,Female,1999-01-04,178.3,91.2,21
814,Kiran Kovalev,Male,1992-05-18,185.8,86.7,1
815,Vikram Dupont,Male,2000-11-28,178.5,56.6,14
816,Jennifer Sargsyan,Female,1982-12-26,184.2,62.8,58
817,John Kiros,Male,2007-06-21,168.4,68.8,6
818,Valentina Mammadov,Female,1987-09-21,172.6,95.8,30
819,Agnieszka Cherono,Female,1994-11-20,181.6,79.5,42
820,Mei Tediashvili,Female,1983-12-18,186.7,96.1,11
821,Halyna Martinez,Female,1986-04-27,178.0,66.7,37
822,Siranush Johnson,Female,1999-08-03,167.3,76.3,3
823,Maria Taylor,Female,1982-02-02,190.0,71.2,14
824,Tirunesh Davis,Female,2009-05-11,159.5,147.6,19
825,Nikolai Jackson,Male,2001-05-27,189.5,85.1,15
826,Brian Martinez,Male,2006-10-01,180.3,67.8,16
827,Haile Lee,Male,1986-12-05,184.3,85.6,57
828,Rahul Park,Male,1990-11-13,189.2,69.4,46
829,Mary Gebremariam,Female,1997-10-07,166.3,49.0,36
830,Vahram Smith,Male,1989-04-23,169.6,64.3,54
831,Sifan Petrov,Female,1982-11-05,188.6,77.5,49
832,Yuki Haile,Female,2006-05-05,189.2,70.9,2
833,Alexandra Adeyemi,Female,2001-03-16,181.5,119.3,9
834,Svetlana Fraser-Pryce,Female,2001-11-17,191.8,61.8,21
835,Patrick Davis,Male,1999-12-25,162.0,63.9,41
836,Betty Yadav,Female,1994-10-07,182.2,74.7,49
837,Nikolai Haile,Male,1982-01-07,164.5,57.2,16
838,Yuki Johnson,Female,1999-04-20,174.9,54.6,14
839,Betty Lochte,Female,1993-10-08,184.9,77.3,22
840,Hiroshi Yamamoto,Male,2002-12-02,182.2,81.5,47
841,Nigar Kowalski,Female,2005-12-03,177.6,82.4,12
842,Dorothy Wiśniewski,Female,2002-12-27,165.2,94.9,11
843,Elena Hernandez,Female,2001-10-07,190.4,54.0,60
844,Ketevan Yuldashev,Female,1987-12-27,182.2,67.0,27
845,Camelia Wang,Female,1983-03-02,177.2,105.0,39
846,Aurelie Wilson,Female,2008-01-25,167.5,89.7,33
847,Sarah Makarov,Female,2009-12-05,167.8,84.6,1
848,Patrick Watanabe,Male,1983-05-17,159.0,76.6,40
849,Fabio Chikovani,Male,2001-09-05,188.5,71.9,3
850,Jae-won Dinu,Male,2008-07-07,180.5,72.3,17
851,Jessica Cherono,Female,1982-07-09,193.8,79.3,17
852,Hassan Garcia,Male,1997-05-08,187.8,84.0,12
853,Michael Schmidt,Male,1996-12-05,173.1,86.1,39
854,Bolormaa Ferrari,Female,1982-01-06,161.3,75.3,21
855,Maria Amiranashvili,Female,1991-09-17,187.1,75.7,37
856,Barbara Ferrari,Female,1988-11-02,190.4,62.7,26
857,Christopher Biles,Male,1987-10-15,180.4,80.2,34
858,Jiri Clark,Male,2007-10-25,191.8,89.3,34
859,Almaz Bekele,Female,1992-03-27,188.0,74.9,11
860,Anjali Costa,Female,2005-01-03,170.3,53.6,47
861,Rui Makarov,Male,1993-03-03,165.5,92.4,42
862,Tamar Davis,Female,1985-06-08,180.3,50.8,17
863,Fabio Adeyemi,Male,1997-10-03,170.7,60.3,55
864,Rahul Navruzov,Male,2006-08-21,192.5,92.9,37
865,Sakura Oliveira,Female,2000-04-16,173.5,90.5,40
866,Rui Jackson,Male,1993-06-19,192.9,84.4,29
867,Salome Esposito,Female,1983-09-21,182.6,61.9,20
868,Tsend-Ochir Watanabe,Male,2003-02-06,173.1,80.1,6
869,Kiran Yohannes,Male,2009-11-15,197.3,89.5,27
870,Mykola Robert,Male,1983-01-12,164.0,84.1,55
871,Lisa Babayev,Female,1997-10-13,191.7,95.6,41
872,Henrik Volkov,Male,1985-05-13,186.1,93.3,3
873,Nisha Garcia,Female,2008-02-27,167.0,81.1,25
874,Vasyl Gonzalez,Male,2008-08-14,183.5,71.9,38
875,Sifan Nikitin,Female,2000-07-06,187.4,66.1,19
876,Hasmik Shevchenko,Female,1997-01-06,192.7,109.0,29
877,Tsend-Ochir Hernandez,Male,1998-12-06,192.8,83.6,30
878,James Yadav,Male,2006-04-25,176.3,72.7,37
879,Valentina Dupont,Female,1991-01-24,166.8,59.1,25
880,Dorothy Kamau,Female,1994-09-04,155.4,53.2,38
881,Justyna Tadesse,Female,2004-10-18,190.1,60.0,5
882,Tirunesh Wilson,Female,1999-04-19,183.2,99.7,23
883,Tigran Jones,Male,1998-01-13,164.8,53.1,49
884,Dorothy Dupont,Female,1997-10-05,178.1,76.9,3
885,Cristina Brown,Female,2004-03-02,194.0,72.5,3
886,Hyun-soo Bolt,Male,2000-06-15,182.9,59.1,6
887,Elena Yadav,Female,1985-02-20,178.1,92.6,18
888,Pedro Chikovani,Male,1991-04-16,199.0,110.9,58
889,Bolormaa Adeyemi,Female,1997-12-20,176.2,76.7,55
890,Elaine Kovalev,Female,1997-04-05,186.9,89.6,22
891,Luis Njoroge,Male,2004-05-03,196.7,68.7,16
